beta_x1,beta_s_x2,beta_s_pois,sigma_s_x2,sigma_s_pois,lb_awci_sigma_s_x2,ub_awci_sigma_s_x2,lb_awci_sigma_s_pois,ub_awci_sigma_s_pois,lb_rbci_sigma_s_x2,ub_rbci_sigma_s_x2,lb_rbci_sigma_s_pois,ub_rbci_sigma_s_pois
0.8832052721010768,1.0347877330959914,1.0086781039334591,-0.51,-1.44,-0.59,-0.44,-1.59,-1.33,-2.93,-0.42,-1.7335,-1.1938
1.049740895781484,0.8224493583165412,0.9824641387213697,-0.48,-1.42,-0.57,-0.39,-1.85,-1.27,-0.71,-0.39,-1.8735,-1.2248
0.9147339060540607,0.7255919398875489,1.168871380141926,-0.75,-1.34,-2.85,-0.59,-1.43,-1.26,-2.55,-0.5143,-1.5005,-1.2095
1.0436106668183494,0.8039341515416639,1.097516428467117,-0.56,-1.32,-0.7,-0.44,-1.44,-1.22,-2.55,-0.4395,-1.5405,-1.1848
1.0074476858108987,0.9335508752607824,1.1894632084095924,-0.51,-1.4,-0.6,-0.42,-1.55,-1.3,-0.8025,-0.41,-1.611,-1.2243
0.8669829640920795,1.0633380833244779,1.0022896590546249,-0.56,-1.28,-0.63,-0.49,-1.39,-1.2,-0.7405,-0.4548,-1.5058,-1.1448
0.9833550170027286,1.2385289584288253,0.9636156635083599,-0.46,-1.47,-0.54,-0.38,-1.65,-1.32,-0.5552,-0.3748,-1.681,-1.32
0.9272378023800619,1.1117555822474723,0.8437089792321786,-0.48,-1.63,-0.54,-0.41,-1.93,-1.47,-0.5605,-0.41,-1.9967,-1.4595
0.8978965739727656,1.011716281341653,0.9167318566468405,-0.42,-1.56,-0.49,-0.35,-1.97,-1.39,-0.51,-0.3248,-2.06,-1.3648
1.091987392007954,1.0648890089676706,0.9048465012062376,-0.47,-1.45,-0.56,-0.38,-1.62,-1.32,-0.6252,-0.35,-1.8,-1.2843
1.0555464695269783,0.765745585380496,1.0586826715137625,-0.52,-1.38,-0.62,-0.42,-1.55,-1.27,-0.71,-0.4048,-1.6,-1.23
1.019518825223763,0.8372764804574785,1.2558238728693203,-0.55,-1.43,-0.65,-0.46,-1.52,-1.35,-2.9458,-0.45,-1.5452,-1.2448
1.008803577692247,1.2405564004328125,0.9664287118638458,-0.48,-1.63,-0.56,-0.4,-2.06,-1.41,-0.5905,-0.4,-2.102,-1.3248
1.0369063313158726,1.0693384904547,0.9589444909375073,-0.5,-1.47,-0.57,-0.43,-1.63,-1.36,-0.6605,-0.42,-1.7267,-1.28
1.0780774805325248,0.9707071514777693,0.9851855330501986,-0.54,-1.41,-0.61,-0.45,-1.53,-1.32,-0.6452,-0.43,-1.55,-1.2848
1.0016979942946331,0.8542791387783936,1.0014430105914054,-0.56,-1.38,-0.68,-0.44,-1.52,-1.24,-0.731,-0.45,-1.6062,-1.2295
1.013801706724028,1.2191024265943589,0.960952614709183,-0.47,-1.69,-0.52,-0.4,-1.95,-1.51,-0.56,-0.4048,-1.9705,-1.4395
0.9784316226669274,1.2688987244572927,0.9499283993101286,-0.48,-1.8,-0.53,-0.43,-2.22,-1.57,-0.54,-0.4148,-2.1672,-1.5448
1.1012721389753828,1.0241915900054295,0.9605776662413552,-0.47,-1.46,-0.55,-0.38,-1.64,-1.31,-0.6252,-0.3748,-1.6558,-1.2543
0.9596560113701774,1.0237399877785962,0.8687026409096593,-0.47,-1.49,-0.54,-0.39,-1.77,-1.34,-0.5905,-0.38,-1.863,-1.2943
0.9631095410271078,0.894003758982595,1.215334243870854,-0.54,-1.34,-0.64,-0.46,-1.47,-1.24,-1.2965,-0.46,-1.48,-1.15
1.0564937748303704,0.8250627535545557,1.0021093577695095,-0.51,-1.53,-0.59,-0.4,-1.79,-1.38,-0.6352,-0.4148,-1.8,-1.33
0.9494664994420006,1.2162895566284444,1.1787780108096422,-0.48,-1.63,-0.54,-0.42,-1.95,-1.46,-0.55,-0.42,-1.9305,-1.4748
0.9518021090763541,0.9730225597310685,1.006868451268187,-0.46,-1.56,-0.54,-0.36,-2.13,-1.33,-0.5905,-0.3495,-1.9967,-1.2848
1.1504965184116507,1.0946837637918254,0.825187909398819,-0.51,-1.58,-0.58,-0.45,-1.89,-1.4,-0.6252,-0.45,-1.8,-1.38
1.1231373338315693,0.9154027095057566,0.9559216119914918,-0.55,-1.53,-0.63,-0.47,-2.0,-1.33,-0.941,-0.4548,-1.9662,-1.2138
0.9078942092801103,0.9231450257310624,1.0834361128977914,-0.57,-1.44,-0.64,-0.51,-1.54,-1.37,-0.6652,-0.49,-1.6252,-1.33
1.001111075270049,0.8542662370765225,1.3660196016509938,-0.61,-1.31,-0.75,-0.52,-1.4,-1.24,-0.8725,-0.51,-1.4352,-1.19
1.044428222013855,1.1806171146478066,0.9213644948292588,-0.55,-1.55,-0.61,-0.48,-1.82,-1.38,-0.6552,-0.47,-1.8652,-1.3848
0.9186720770351964,0.9710378708532258,1.1395678181712883,-0.47,-1.47,-0.58,-0.33,-1.69,-1.33,-0.6452,-0.38,-1.73,-1.3085
1.0546780298823517,0.8824832999004746,1.0719235797912074,-0.48,-1.42,-0.55,-0.41,-1.59,-1.33,-0.6657,-0.3848,-1.7158,-1.25
0.8793157326541151,1.109886943301871,0.9577133953496031,-0.51,-1.63,-0.58,-0.45,-1.95,-1.47,-0.6252,-0.4248,-1.941,-1.399
1.0724270355552221,0.8411711862782736,1.1728880387973497,-0.54,-1.37,-0.6,-0.46,-1.46,-1.3,-0.6252,-0.46,-1.5052,-1.28
0.9728991767242813,0.9827479903192863,1.1227563420716222,-0.58,-1.46,-0.65,-0.52,-1.56,-1.37,-0.7252,-0.5148,-1.5952,-1.3295
0.8806479873381248,1.1679716228640513,1.174303559443083,-0.43,-1.64,-0.48,-0.36,-1.86,-1.51,-0.49,-0.37,-1.8158,-1.4343
0.9832288431594339,0.9100620887502755,1.0648788653015975,-0.51,-1.36,-0.59,-0.42,-1.46,-1.27,-0.7405,-0.3848,-1.5252,-1.19
1.0318874166720773,0.9679031208561152,0.930847357402741,-0.47,-1.52,-0.53,-0.39,-1.93,-1.35,-0.61,-0.38,-1.941,-1.2838
0.992389167957962,0.9789320300378946,1.1266754152824618,-0.52,-1.41,-0.62,-0.42,-1.6,-1.28,-0.711,-0.4195,-1.8,-1.2448
0.9901788001725165,1.0259752294966624,0.926200840244363,-0.51,-1.51,-0.59,-0.43,-1.68,-1.34,-0.6,-0.43,-1.7,-1.32
1.0783549824946532,0.9262610127765407,0.965194839210972,-0.54,-1.37,-0.6,-0.46,-1.48,-1.28,-0.6752,-0.4548,-1.56,-1.2448
1.0699102281539365,0.9201752765889895,0.8580455719174906,-0.51,-1.45,-0.6,-0.42,-1.68,-1.3,-1.902,-0.3748,-1.7825,-1.2295
1.0958056385379913,1.1288412795229785,0.9186672405783346,-0.54,-1.45,-0.61,-0.47,-1.6,-1.31,-0.6652,-0.43,-1.63,-1.28
0.927606144955914,1.02368031743661,1.155025186674025,-0.51,-1.47,-0.58,-0.44,-1.6,-1.38,-0.6052,-0.4248,-1.6252,-1.3138
0.8325793536508712,0.9755890034155414,1.1041654653352757,-0.54,-1.51,-0.62,-0.46,-1.74,-1.37,-0.6605,-0.45,-1.8158,-1.3695
0.9306250653589456,0.9055886706371093,1.026573427338903,-0.55,-1.42,-0.64,-0.48,-1.58,-1.34,-0.75,-0.4548,-1.5705,-1.2748
0.9579700331777606,0.9283013873542829,0.8844733431078241,-0.48,-1.42,-0.56,-0.39,-1.83,-1.28,-0.621,-0.3843,-1.8962,-1.28
1.1167466873255405,0.9703170659492816,1.1509978909146723,-0.49,-1.53,-0.56,-0.41,-1.67,-1.43,-0.6657,-0.4048,-1.6952,-1.37
1.073835191639733,0.8695209936535472,1.0424937239658634,-0.48,-1.46,-0.54,-0.4,-1.56,-1.38,-0.6,-0.4,-1.5905,-1.34
0.9565585058871201,0.8363433577771129,1.1472612920897152,-0.54,-1.42,-0.63,-0.46,-1.52,-1.32,-0.771,-0.43,-1.611,-1.26
1.0505490945507494,1.0599308828279534,0.9694040983106609,-0.47,-1.52,-0.53,-0.41,-1.68,-1.39,-0.54,-0.38,-1.69,-1.3748
1.0747475564135507,1.0743055790975318,0.9535991525723254,-0.44,-1.64,-0.49,-0.38,-1.83,-1.5,-0.51,-0.3848,-1.8652,-1.4495
0.9135960378746699,1.0041134819223458,0.997006471767636,-0.45,-1.6,-0.5,-0.37,-1.85,-1.45,-0.55,-0.39,-1.8577,-1.3743
0.9093958571763248,1.067985738242774,1.0133286832406274,-0.51,-1.58,-0.59,-0.41,-1.98,-1.39,-0.6657,-0.4143,-2.0125,-1.289
0.9472690879525615,0.9850431911817364,1.2468488304804415,-0.51,-1.55,-0.58,-0.42,-1.7,-1.42,-0.64,-0.42,-1.7458,-1.3748
1.1504424828953765,1.0194877184132343,1.0051379341059739,-0.57,-1.47,-0.66,-0.48,-1.63,-1.34,-1.8292,-0.45,-1.8458,-1.24
1.0827499133552645,1.0577977203585367,0.8221922209353666,-0.47,-1.56,-0.54,-0.39,-1.82,-1.39,-0.6057,-0.3948,-1.9125,-1.3648
1.051200068982667,0.9210786681323175,0.8754316866693664,-0.55,-1.42,-0.63,-0.49,-1.67,-1.33,-0.6752,-0.48,-1.76,-1.2448
1.008503199410775,0.7772272615598165,0.9861516884140324,-0.57,-1.34,-0.66,-0.49,-1.45,-1.24,-0.7415,-0.48,-1.49,-1.2043
0.9732914719071925,1.0720854884366402,0.8668606423632222,-0.57,-1.38,-0.63,-0.5,-1.51,-1.27,-0.6705,-0.4948,-1.5252,-1.27
0.9211379934650613,0.9367679646985323,1.0036001703373953,-0.58,-1.35,-0.64,-0.51,-1.53,-1.25,-0.6852,-0.52,-1.5,-1.19
0.9837566126368605,0.8933401606499894,1.0772884730170498,-0.51,-1.42,-0.58,-0.44,-1.56,-1.33,-0.62,-0.4248,-1.5952,-1.31
0.9781449800082985,1.1041041622854508,1.0285374683065363,-0.46,-1.53,-0.52,-0.39,-1.67,-1.4,-0.5952,-0.3595,-1.7552,-1.3248
1.1099034820880465,1.067942327527,0.8686416558662907,-0.46,-1.53,-0.52,-0.4,-1.74,-1.39,-0.57,-0.3895,-1.781,-1.3743
1.0289855505851853,0.9013362756386839,1.1918196601906466,-0.62,-1.41,-0.73,-0.51,-1.51,-1.33,-0.81,-0.5148,-1.5562,-1.29
1.004872416108185,0.8205833571550265,1.0104132772934942,-0.51,-1.45,-0.58,-0.44,-1.58,-1.36,-0.57,-0.4348,-1.56,-1.34
0.9744605917342662,1.158722486864129,1.0087233603694048,-0.48,-1.55,-0.54,-0.42,-1.72,-1.43,-0.5552,-0.43,-1.7458,-1.39
0.9840276099777583,1.0704306446461034,1.0418271424419085,-0.52,-1.48,-0.59,-0.44,-1.74,-1.32,-0.6557,-0.43,-1.8,-1.29
0.9722520166221449,1.0772985232626369,0.9363760357134624,-0.46,-1.56,-0.52,-0.38,-1.77,-1.4,-0.57,-0.3948,-1.8,-1.3485
