beta_x1,beta_s_x2,beta_s_pois,sigma_s_x2,sigma_s_pois
0.9896762570824752,1.076827356851032,0.4018379486202937,-0.58,-0.65
1.0225482626417024,1.0452668011816075,0.4597944997700636,-0.51,-0.99
0.9951487660228832,1.1029614355605495,0.4556682480882272,-0.6,-0.85
1.013697685608171,1.4284317212736564,0.12818898972536158,-0.51,-0.75
0.9847835928143719,1.0619567446591156,0.36337571208027336,-0.53,-0.18
0.9941979826272039,1.0380843104017803,0.4275864563038607,-0.52,-0.84
0.9698661179475683,1.3253239458855353,0.2161578924165515,-0.56,-0.62
0.9921327632293258,1.1019710555000939,0.43203788892406547,-0.55,-1.06
0.9898761309314078,1.168634410038165,0.26887552840505896,-0.55,-0.28
0.9921032188062019,1.4337219555817657,-0.18463968257158006,-0.46,-0.57
0.9715988206925885,1.315799097456737,0.11907295332153396,-0.51,-0.38
1.0370107371564636,1.1949929922413145,0.3330928122887589,-0.57,-0.81
0.9678785914743424,1.2371584080599607,0.2588976671048022,-0.56,-0.54
0.9891747611764219,0.9437399030597806,0.46542057409792104,-0.48,-0.38
1.039846425682628,1.1612411799053504,0.287984220386085,-0.55,-0.86
0.9296057984702228,1.0122912649657465,0.31961368963707987,-0.46,-0.03
1.0308149048438882,1.1138047255598302,0.4831493297054796,-0.54,-0.71
0.952687370646228,1.03089992548701,0.3829681965218341,-0.52,-0.01
0.9698462065527889,1.3544479737415591,0.18185619406240067,-0.52,-0.89
0.9976188053167063,1.154855766513483,0.3218057489775854,-0.51,-0.54
1.0395748511905367,1.210180712395704,0.35249527130660674,-0.55,-0.86
0.9804907177499905,1.1386960391134475,0.42349885698933226,-0.52,-0.77
0.9994000601112099,1.143127763463619,0.26663601786648927,-0.52,-0.71
1.0022555485077251,1.0889145900000494,0.2917297478942355,-0.49,-0.92
0.9246370948560063,1.0287947841734675,0.4449364365634379,-0.54,-0.78
1.0243987165600983,1.0577746151846534,0.40563407126561607,-0.6,-0.99
0.9458234296824956,1.0398536016954965,0.28738568844528356,-0.41,-0.83
0.9587702662504255,1.0107428161568885,0.4276132380663903,-0.47,-0.86
0.9663852018872742,1.0860587667405193,0.3964410080083911,-0.48,-0.86
1.0073213053307557,1.0507859653917002,0.41700326448846675,-0.57,-0.18
1.0148176248781058,1.2965714629748248,0.25545723226739775,-0.51,-0.71
1.0024313279306127,1.0107275856739686,0.4034908061364603,-0.51,-0.03
0.9858995439954392,1.195310084015856,0.1900718707188281,-0.52,-0.82
0.9796064902973933,1.2381425110925015,0.28075469122950986,-0.55,-0.38
1.0469037973362878,1.1577486446781602,0.30196637921578096,-0.49,-1.14
1.0174189674481238,1.2026175230100817,0.25964858629313564,-0.55,-0.89
1.0098470882952288,1.067088445776444,0.45021282278707275,-0.56,-0.95
1.0359601651589534,1.1570103856078688,0.07045656945783452,-0.5,-0.75
1.0499694949459153,1.0342057870568284,0.5724573908766493,-0.63,-0.89
0.9913575927759216,1.1549997622178347,0.3340162966927729,-0.56,-0.62
0.9645819224898929,1.0525277128658301,0.29502991053363975,-0.48,-0.87
0.9412255277297609,1.0933906054385143,0.38367112662779346,-0.46,-0.81
1.0026212501233438,1.248051357732636,0.20350533021741116,-0.49,-0.78
1.0140558205268435,1.095345845917923,0.31084735712641776,-0.53,-0.82
0.9971758989806562,1.2222108165316956,0.33756566710039776,-0.56,-0.82
0.934001102176503,1.2832879253743286,0.1793970743302836,-0.5,-0.57
1.014982403397244,0.9629399522508554,0.6376808682553328,-0.59,-0.99
1.0052809452485587,1.0496994147424459,0.5343577951013885,-0.57,-0.93
1.0171691631958024,1.1060361110096437,0.31116828394276114,-0.57,-1.09
0.9659498849082822,1.159291126879146,0.36287344367823526,-0.6,-0.65
0.9620375982279687,1.2327809235578195,0.12251872061149632,-0.49,-0.79
